sym,tf,dir,entry,sl,tp,rA,rB,has_ob,filled_ob,bh_a,bh_b,res_a,res_b
BTCUSDT,4h,BUY,84242.99,81991.25229905726,87995.8861682379,-0.47337220381092804,-0.4103272792506431,True,True,120,120,False,False
BTCUSDT,4h,BUY,77759.99,75044.99765985053,82284.97723358247,-1.0,-1.0,True,True,93,93,True,True
BTCUSDT,4h,BUY,75770.21,72937.21180625804,80491.87365623662,-0.6386300691322038,-0.7955392074035496,True,True,120,120,False,False
BTCUSDT,4h,BUY,66631.32,62899.440790673456,72851.11868221093,-0.8896819239839076,-0.906673674300963,True,True,120,120,False,False
BTCUSDT,4h,BUY,65958.94,64533.26192444892,68335.07012591849,-1.0,-1.0,True,True,105,105,True,True
BTCUSDT,4h,BUY,63973.97,62390.75494271255,66612.66176214576,1.219019138459152,1.33769157634139,True,True,120,120,False,False
BTCUSDT,4h,SELL,72666.77,75156.01427124535,68518.02954792441,0.06806091314663015,0.06806091314662391,True,True,120,120,False,False
BTCUSDT,4h,SELL,73274.76,74826.28303240427,70688.8882793262,-0.07007741510449295,-0.07007741510448422,True,True,120,120,False,False
BTCUSDT,4h,SELL,74249.32,75879.12643217666,71532.97594637224,0.08527719008568325,0.08527719008568325,True,True,120,120,False,False
BTCUSDT,4h,BUY,66407.28,64816.84277940997,69058.00870098338,1.6666666666666667,1.6666666666666667,True,True,118,118,True,True
BTCUSDT,4h,SELL,68853.66,70105.09914116684,66767.92809805527,0.06745387971462456,0.06745387971462456,True,True,120,120,False,False
BTCUSDT,4h,SELL,71287.39,72861.79096713086,68663.38838811523,0.09499986346660914,0.09499986346660914,True,True,120,120,False,False
BTCUSDT,4h,SELL,71310.0,72915.75227215252,68633.74621307914,-0.10025423017229923,-0.10025423017229923,True,True,120,120,False,False
BTCUSDT,4h,SELL,72096.32,73610.65166802226,69572.43388662959,-0.09066805009925488,-0.09066805009925488,True,True,120,120,False,False
BTCUSDT,4h,SELL,72962.7,74464.35604195291,70459.93993007847,0.014867954217554328,0.014867954217564162,True,True,120,120,False,False
BTCUSDT,4h,SELL,73043.16,74314.4685402816,70924.31243286401,0.13244591912289713,0.13244591912289713,True,True,120,120,False,False
BTCUSDT,4h,SELL,74376.52,75743.5018993969,72098.21683433851,-0.013496629515442995,-0.013496629515453497,True,True,120,120,False,False
BTCUSDT,4h,SELL,74223.18,75779.80686733712,71628.80188777146,-0.12821597687370165,-0.12821597687370165,True,True,120,120,False,False
BTCUSDT,4h,SELL,77393.58,79039.3386576147,74650.6489039755,0.11822708338425027,0.11822708338425027,True,True,120,120,False,False
BTCUSDT,4h,SELL,79696.75,80819.19709165604,77826.00484723994,-0.08199008411808334,-0.08199008411808334,True,True,120,120,False,False
BTCUSDT,4h,SELL,80905.52,82207.97811288074,78734.75647853213,0.04915703705856337,0.04915703705856337,True,True,120,120,False,False
BTCUSDT,4h,SELL,81704.25,83117.1339114428,79349.44348092868,-0.0783493060744587,-0.0783493060744587,True,True,120,120,False,False
BTCUSDT,4h,BUY,75520.0,74354.1374944662,77463.10417588968,1.596417878131051,1.4942397030901502,True,True,120,120,False,False
BTCUSDT,4h,BUY,73419.32,72153.70777727928,75528.67370453455,-1.0,-1.0,True,True,75,75,True,True
BTCUSDT,4h,BUY,61701.07,59669.44928099422,65087.10453167631,1.5711195135816143,1.6666666666666703,True,True,120,121,False,True
ETHUSDT,4h,BUY,2471.91,2351.626519615478,2672.382467307535,-1.0,-1.0,True,True,106,106,True,True
ETHUSDT,4h,BUY,2336.37,2211.5763514481287,2544.3594142531188,-0.7289084951054438,-0.8260103128391967,True,True,120,120,False,False
ETHUSDT,4h,BUY,2307.72,2193.672476852756,2497.799205245407,-1.0,-1.0,True,True,98,98,True,True
ETHUSDT,4h,BUY,2223.01,2093.770797230101,2438.4086712831654,1.6666666666666643,1.6666666666666643,True,True,90,90,True,True
ETHUSDT,4h,BUY,1904.1,1781.289192305616,2108.7846794906395,-1.0,-1.0,True,True,59,59,True,True
ETHUSDT,4h,SELL,2031.06,2093.264501690217,1927.3858305163048,-0.10772435895279234,-0.10772435895279234,True,True,120,120,False,False
ETHUSDT,4h,SELL,2081.2,2127.76006917011,2003.5998847164824,0.14411971121418424,0.14411971121418424,True,True,120,120,False,False
ETHUSDT,4h,BUY,1896.9,1844.1348937002197,1984.841843832968,-1.0,-1.0,True,True,48,48,True,True
ETHUSDT,4h,BUY,1842.23,1784.965724644665,1937.6704589255585,-0.8190482634462121,-0.7155024478555215,True,True,120,120,False,False
ETHUSDT,4h,BUY,1556.56,1457.7670489458014,1721.214918423664,-1.0,-1.0,True,True,120,120,True,True
ETHUSDT,4h,BUY,1473.41,1381.4638965568065,1626.653505738656,1.666666666666665,1.6666666666666716,True,True,104,104,True,True
ETHUSDT,4h,BUY,1483.43,1386.1997628474503,1645.4803952542493,1.4519687612474985,1.5299109606201062,True,True,120,120,False,False
ETHUSDT,4h,SELL,1768.18,1828.980797127664,1666.8453381205602,0.09862324570917498,0.09862324570917087,True,True,120,120,False,False
ETHUSDT,4h,SELL,1802.16,1859.825881308491,1706.050197819182,-0.032186326317828716,-0.03218632631783253,True,True,120,120,False,False
ETHUSDT,4h,SELL,2462.51,2584.1363591197323,2259.799401467113,0.07154312376190604,0.07154312376190604,True,True,120,120,False,False
ETHUSDT,4h,SELL,2530.59,2651.071969253218,2329.786717911304,9.457059460993342e-05,9.457059460993342e-05,True,True,120,120,False,False
ETHUSDT,4h,SELL,2646.82,2774.7354769997914,2433.627538333681,-0.10972556619376361,-0.10972556619376678,True,True,120,120,False,False
ETHUSDT,4h,BUY,2455.71,2370.473870386191,2597.770216023015,1.5928671579771392,1.6666666666666632,True,True,120,121,False,True
ETHUSDT,4h,SELL,2677.35,2744.7197238137,2565.067126977166,0.07020250625845692,0.07020250625846414,True,True,120,120,False,False
ETHUSDT,4h,SELL,2732.95,2813.353078186303,2598.944869689495,0.050367151910192476,0.050367151910192476,True,True,120,120,False,False
ETHUSDT,4h,SELL,2772.25,2854.250043609112,2635.5832606514805,-0.08268178384369695,-0.08268178384369695,True,True,120,120,False,False
ETHUSDT,4h,SELL,2813.35,2903.4595273976524,2663.167454337245,-0.1178802538851436,-0.1178802538851436,True,True,120,120,False,False
ETHUSDT,4h,BUY,2234.68,2141.0132800480023,2390.7911999199955,1.666666666666665,1.666666666666652,True,True,100,100,True,True
ETHUSDT,4h,SELL,2570.41,2638.884352759842,2456.286078733596,0.044731963962370336,0.044731963962370336,True,True,120,120,False,False
ETHUSDT,4h,SELL,2916.05,3002.906518948756,2771.2891350854075,-0.06332367426609743,-0.06332367426609743,True,True,120,120,False,False
ETHUSDT,4h,SELL,2972.03,3046.3607265569594,2848.145455738402,0.11235119842361618,0.11235119842360937,True,True,120,120,False,False
ETHUSDT,4h,SELL,3012.49,3093.8464794927454,2876.8958675120907,-0.032563886092296504,-0.032563886092296504,True,True,120,120,False,False
ETHUSDT,4h,SELL,3115.99,3207.415808086335,2963.6136531894413,-0.024744378677699852,-0.024744378677699852,True,True,120,120,False,False
ETHUSDT,4h,SELL,3150.5,3239.8715386050544,3001.547435658242,0.021267308441091443,0.021267308441091443,True,True,120,120,False,False
ETHUSDT,4h,SELL,3552.75,3678.222723182243,3343.628794696262,0.01895950517862918,0.01895950517862918,True,True,120,120,False,False
ETHUSDT,4h,SELL,3736.46,3857.2428864677336,3535.1551892204443,-0.040952503956121794,-0.040952503956121794,True,True,120,120,False,False
ETHUSDT,4h,BUY,3528.79,3405.750672024416,3733.855546625973,-1.0,-1.0,True,True,73,73,True,True
ETHUSDT,4h,BUY,3444.12,3321.582785132908,3648.348691445152,1.4252892608587855,1.4168289011364246,True,True,120,120,False,False
ETHUSDT,4h,SELL,4180.57,4305.068795463038,3973.072007561602,0.11229637690755051,0.11229637690755051,True,True,120,120,False,False
ETHUSDT,4h,SELL,4185.1,4311.0697611274,3975.150398121001,0.10878219209617712,0.10878219209617712,True,True,120,120,False,False
ETHUSDT,4h,SELL,4618.87,4778.89368827273,4352.163852878784,0.069884166581632,0.069884166581632,True,True,120,120,False,False
ETHUSDT,4h,SELL,4694.64,4882.478440317381,4381.575932804366,-0.08282947335410504,-0.08282947335410948,True,True,120,120,False,False
ETHUSDT,4h,SELL,4653.92,4754.131556431118,4486.90073928147,0.015809080971009276,0.015809080971009276,True,True,120,120,False,False
ETHUSDT,4h,BUY,4205.24,4101.487907333032,4378.160154444947,-1.0,-1.0,True,True,81,81,True,True
ETHUSDT,4h,BUY,4175.08,4071.857936480581,4347.116772532366,-1.0,-1.0,True,True,46,46,True,True
ETHUSDT,4h,BUY,3965.32,3841.455218039727,4171.7613032671225,1.4305605296375488,1.551208974162729,True,True,120,120,False,False
ETHUSDT,4h,BUY,3946.0,3821.4028130587753,4153.661978235375,1.6666666666666679,1.6666666666666679,True,True,109,109,True,True
ETHUSDT,4h,SELL,4487.06,4596.066487401182,4305.382520998032,0.027338529312660835,0.027338529312652262,True,True,120,120,False,False
ETHUSDT,4h,SELL,4551.06,4654.535247150375,4378.6012547493765,-0.0910341364640536,-0.0910341364640616,True,True,120,120,False,False
ETHUSDT,4h,SELL,4684.01,4786.59986741674,4513.026887638766,0.11804718879785497,0.11804718879785497,True,True,120,120,False,False
ETHUSDT,4h,BUY,3827.99,3624.5192720833143,4167.107879861142,1.666666666666663,1.666666666666663,True,True,98,98,True,True
ETHUSDT,4h,BUY,4034.59,3822.463147867757,4388.13475355374,-1.0,-1.0,True,True,69,69,True,True
ETHUSDT,4h,SELL,4162.14,4259.354778201507,4000.115369664156,-0.08889931777286715,-0.08889931777287569,True,True,120,120,False,False
ETHUSDT,4h,SELL,4120.15,4220.67113619122,3952.614773014632,-0.08206701231169305,-0.08206701231169305,True,True,120,120,False,False
ETHUSDT,4h,BUY,3805.09,3674.12412760104,4023.3664539982674,-0.6976574155426811,-0.615998989167617,True,True,120,120,False,False
ETHUSDT,4h,BUY,3631.5,3514.0880941766586,3827.186509705569,-0.6242297780554269,-0.6386171367065377,True,True,120,120,False,False
ETHUSDT,4h,BUY,3642.29,3523.95455569314,3839.515740511434,-0.9532161854702922,-1.0,True,True,120,121,False,True
ETHUSDT,4h,BUY,3529.52,3402.2931373068395,3741.5647711552674,-1.0,-1.0,True,True,71,71,True,True
ETHUSDT,4h,BUY,3398.36,3237.8459876206334,3665.883353965612,-1.0,-1.0,True,True,115,115,True,True
ETHUSDT,4h,BUY,2752.24,2595.7876326980286,3012.993945503285,1.6666666666666656,1.6666666666666656,True,True,54,54,True,True
ETHUSDT,4h,BUY,2840.21,2761.9099945632065,2970.710009061323,-1.0,-1.0,True,True,53,53,True,True
ETHUSDT,4h,BUY,2799.07,2714.845831937728,2939.4436134371213,1.2430941625904626,1.3886892589586886,True,True,120,120,False,False
ETHUSDT,4h,SELL,3119.27,3226.404756507909,2940.712072486818,-0.001131263613570502,-0.001131263613570502,True,True,120,120,False,False
ETHUSDT,4h,SELL,3318.04,3428.819758157882,3133.4070697368634,-0.10220806869960028,-0.10220806869960028,True,True,120,120,False,False
ETHUSDT,4h,SELL,3324.14,3435.61952375874,3138.340793735433,0.002693811272355671,0.002693811272359761,True,True,120,120,False,False
ETHUSDT,4h,BUY,2859.09,2770.545151717086,3006.6647471381907,1.6666666666666683,1.6666666666666683,True,True,46,46,True,True
ETHUSDT,4h,SELL,3090.5,3147.633005891156,2995.2783235147394,-0.029891130988600426,-0.029891130988600426,True,True,120,120,False,False
ETHUSDT,4h,SELL,3132.72,3181.4323639688805,3051.532726718532,0.08515572860366831,0.08515572860366831,True,True,120,120,False,False
ETHUSDT,4h,SELL,3157.33,3212.0128584692534,3066.1919025512443,0.11830825120158356,0.11830825120158356,True,True,120,120,False,False
ETHUSDT,4h,SELL,3223.57,3294.0359365618497,3106.1267723969177,0.1167122102389298,0.1167122102389298,True,True,120,120,False,False
ETHUSDT,4h,SELL,3266.83,3341.5478483620027,3142.3002527299955,0.03666972279059341,0.03666972279059341,True,True,120,120,False,False
ETHUSDT,4h,SELL,3286.22,3361.1692005605464,3161.3046657324217,0.06914145258855822,0.0691414525885647,True,True,120,120,False,False
ETHUSDT,4h,SELL,3286.55,3370.1761024627704,3147.17316256205,-0.11327692364928187,-0.11327692364928187,True,True,120,120,False,False
ETHUSDT,4h,BUY,3002.69,2919.1774377973425,3141.877603671096,-1.0,-1.0,True,True,75,75,True,True
ETHUSDT,4h,BUY,2850.68,2780.387740424191,2967.8337659596805,1.6666666666666603,1.666666666666643,True,True,78,78,True,True
ETHUSDT,4h,BUY,2759.88,2665.0828300700373,2917.875283216605,-1.0,-1.0,True,True,104,104,True,True
ETHUSDT,4h,BUY,2742.4,2639.946853478757,2913.155244202073,-1.0,-1.0,True,True,52,52,True,True
ETHUSDT,4h,BUY,2372.71,2227.4859878930306,2614.7500201782823,-1.0,-1.0,True,True,110,110,True,True
ETHUSDT,4h,BUY,2233.72,2088.642916950472,2475.515138415879,-1.0,-1.0,True,True,48,48,True,True
ETHUSDT,4h,BUY,2188.27,2047.9275580176632,2422.174069970561,-0.7367132660951177,-0.7845613972855622,True,True,120,120,False,False
ETHUSDT,4h,BUY,1932.68,1778.3204930272536,2189.9458449545773,1.2716050083121684,1.2282456101670916,True,True,120,120,False,False
ETHUSDT,4h,BUY,1885.5,1835.7806086188543,1968.365652301909,-0.8882291058632605,-1.0,True,True,120,121,False,True
ETHUSDT,4h,SELL,2057.48,2133.666683156692,1930.5021947388464,-0.02713138387302933,-0.02713138387302933,True,True,120,120,False,False
ETHUSDT,4h,SELL,2127.28,2222.541821584105,1968.5102973598248,0.03971860201101833,0.03971860201101337,True,True,120,120,False,False
ETHUSDT,4h,SELL,2317.74,2383.1974056984577,2208.6443238359034,0.1436527805121811,0.1436527805121811,True,True,120,120,False,False
ETHUSDT,4h,BUY,2007.07,1953.2397881260304,2096.787019789949,-1.0,-1.0,True,True,76,76,True,True
ETHUSDT,4h,SELL,2144.25,2192.14844024509,2064.419266258183,0.031063700117162668,0.031063700117162668,True,True,120,120,False,False
ETHUSDT,4h,SELL,2215.45,2280.3257241515585,2107.3237930807354,0.013448537546802452,0.013448537546802452,True,True,120,120,False,False
ETHUSDT,4h,SELL,2284.99,2341.52126752346,2190.7712207942327,-0.012805561220099843,-0.012805561220099843,True,True,120,120,False,False
ETHUSDT,4h,SELL,2364.63,2431.953123677511,2252.424793870815,-0.050609967929367373,-0.050609967929367373,True,True,120,120,False,False
ETHUSDT,4h,SELL,2427.92,2493.5025636487744,2318.6157272520427,0.05005588497013851,0.05005588497013851,True,True,120,120,False,False
ETHUSDT,4h,SELL,2362.8,2405.851572231973,2291.047379613379,-0.05157017985354718,-0.05157017985354718,True,True,120,120,False,False
ETHUSDT,4h,BUY,2180.0,2138.022080378504,2249.9631993691605,-0.4043839031043129,-0.5344927662941045,True,True,120,120,False,False
ETHUSDT,4h,BUY,2133.9,2092.505297948881,2202.8911700851977,-1.0,-1.0,True,True,65,65,True,True
ETHUSDT,4h,BUY,2125.07,2077.5708691498007,2204.2352180836656,-1.0,-1.0,True,True,98,98,True,True
ETHUSDT,4h,BUY,2070.78,2029.3984600253425,2139.7492332910965,-0.8493687830541332,-0.9538659312536236,True,True,120,120,False,False
ETHUSDT,4h,BUY,2060.27,2015.5054233511944,2134.8776277480097,1.5872582065768628,1.6202371112695686,True,True,120,120,False,False
ETHUSDT,4h,BUY,1995.56,1947.2161524831383,2076.133079194769,-1.0,-1.0,True,True,74,74,True,True
ETHUSDT,4h,BUY,2014.55,1966.29947594951,2094.9675400841497,-0.7664308782733905,-0.8403993529484822,True,True,120,120,False,False
ETHUSDT,4h,BUY,1878.39,1817.8445222750277,1979.2991295416207,-1.0,-1.0,True,True,84,84,True,True
ETHUSDT,4h,BUY,1615.18,1542.8502740681804,1735.7295432196995,1.6666666666666667,1.6666666666666667,True,True,68,68,True,True
SOLUSDT,4h,BUY,184.25,178.09930944092912,194.5011509317848,-0.7335975219128513,-0.7092913850951903,True,True,120,120,False,False
SOLUSDT,4h,BUY,169.32,161.052570346074,183.09904942321,-1.0,-1.0,True,True,44,44,True,True
SOLUSDT,4h,BUY,168.95,160.75109381880867,182.61484363531883,-1.0,-1.0,True,True,57,57,True,True
SOLUSDT,4h,BUY,145.43,135.99414769400653,161.15642050998912,-1.0,-1.0,True,True,88,88,True,True
SOLUSDT,4h,BUY,139.27,130.6312727672078,153.66787872132036,-1.0,-1.0,True,True,32,32,True,True
SOLUSDT,4h,BUY,135.32,126.21410764111285,150.49648726481192,-1.0,-1.0,True,True,61,61,True,True
SOLUSDT,4h,BUY,128.55,119.99950857564268,142.80081904059557,1.4285747314103179,1.4138056660624105,True,True,120,120,False,False
SOLUSDT,4h,SELL,169.88,181.40665043602837,150.66891593995277,0.08717464893953251,0.08717464893953251,True,True,120,120,False,False
SOLUSDT,4h,BUY,119.96,111.48852721612876,134.07912130645204,1.666666666666665,1.6666666666666605,True,True,113,113,True,True
SOLUSDT,4h,SELL,141.01,145.41557566150092,133.66737389749844,-0.1167975873850943,-0.1167975873850943,True,True,120,120,False,False
SOLUSDT,4h,SELL,145.03,149.87536301668513,136.95439497219144,-0.023835819957726986,-0.023835819957726986,True,True,120,120,False,False
SOLUSDT,4h,BUY,126.32,121.73987082083543,133.95354863194095,-1.0,-1.0,True,True,63,63,True,True
SOLUSDT,4h,BUY,125.71,121.15154015793566,133.30743307010724,-1.0,-1.0,True,True,103,103,True,True
SOLUSDT,4h,BUY,106.65,99.22662957492712,119.02228404178814,1.6666666666666647,1.6666666666666647,True,True,112,112,True,True
SOLUSDT,4h,SELL,128.55,134.56511209863572,118.52481316894053,0.008642975067007563,0.008642975067007563,True,True,120,120,False,False
SOLUSDT,4h,SELL,139.61,143.8752791453383,132.50120142443618,-0.05903054929885391,-0.05903054929885391,True,True,120,120,False,False
SOLUSDT,4h,SELL,144.24,149.13012166381898,136.0897972269684,0.08412739217007824,0.08412739217007824,True,True,120,120,False,False
SOLUSDT,4h,SELL,150.16,155.48176882254316,141.29038529576138,-0.035400911941194116,-0.035400911941194116,True,True,120,120,False,False
SOLUSDT,4h,SELL,147.76,152.95272413780506,139.10545977032487,-0.07500405226666958,-0.07500405226666958,True,True,120,120,False,False
SOLUSDT,4h,SELL,152.94,158.17937950640072,144.2077008226655,-0.1046958151674727,-0.1046958151674727,True,True,120,120,False,False
SOLUSDT,4h,SELL,169.0,175.07780551312658,158.87032414478904,-0.11487743531975504,-0.11487743531975504,True,True,120,120,False,False
SOLUSDT,4h,SELL,172.6,179.3012644608372,161.43122589860465,0.05639414458662754,0.05639414458662754,True,True,120,120,False,False
SOLUSDT,4h,SELL,182.55,189.2900041589079,171.31665973515356,-0.04761476122446593,-0.04761476122446593,True,True,120,120,False,False
SOLUSDT,4h,BUY,155.63,149.84712903535004,165.2681182744166,-0.7892798759888594,-0.755738208804822,True,True,120,120,False,False
SOLUSDT,4h,BUY,154.17,148.84802947910586,163.03995086815686,1.6666666666666667,1.6666666666666525,True,True,108,108,True,True
SOLUSDT,4h,BUY,146.84,141.56182038469618,155.63696602550638,1.6666666666666667,1.6666666666666667,True,True,112,112,True,True
SOLUSDT,4h,BUY,145.45,139.27639741009676,155.73933764983872,1.6666666666666696,1.6666666666666696,True,True,106,106,True,True
SOLUSDT,4h,BUY,131.71,125.8280618371356,141.51323027144068,1.6666666666666667,1.6666666666666667,True,True,118,118,True,True
SOLUSDT,4h,SELL,154.81,159.69658186022187,146.66569689963023,0.04139222370879613,0.04139222370879613,True,True,120,120,False,False
SOLUSDT,4h,SELL,157.05,160.81718273927038,150.77136210121606,0.08970639539916743,0.08970639539916743,True,True,120,120,False,False
SOLUSDT,4h,SELL,156.43,160.19684457560135,150.15192570733112,-0.04760100514205224,-0.04760100514205224,True,True,120,120,False,False
SOLUSDT,4h,SELL,162.34,167.1526439861784,154.31892668970266,-0.036294704977228635,-0.036294704977228635,True,True,120,120,False,False
SOLUSDT,4h,SELL,162.93,168.02054506971507,154.4457582171416,0.051979781591431455,0.051979781591431455,True,True,120,120,False,False
SOLUSDT,4h,SELL,169.54,175.237311674674,160.04448054220998,-0.13626534622403808,-0.13626534622403808,True,True,120,120,False,False
SOLUSDT,4h,SELL,178.46,185.05169793862365,167.4738367689606,-0.13110885538743183,-0.13110885538743558,True,True,120,120,False,False
SOLUSDT,4h,SELL,181.43,186.9699377038312,172.1967704936147,-0.12468925397356516,-0.12468925397356516,True,True,120,120,False,False
SOLUSDT,4h,SELL,201.39,209.65544655277367,187.61425574537708,0.0767336622930426,0.0767336622930426,True,True,120,120,False,False
SOLUSDT,4h,BUY,160.86,154.47334294448115,171.5044284258648,1.666666666666668,1.666666666666668,True,True,120,120,True,True
SOLUSDT,4h,SELL,197.44,205.27944947798017,184.37425087003305,0.017051297947346635,0.017051297947346635,True,True,120,120,False,False
SOLUSDT,4h,SELL,203.62,211.54452352447584,190.4124607925403,0.09169066745755147,0.09169066745755147,True,True,120,120,False,False
SOLUSDT,4h,SELL,206.66,214.0943665999406,194.269389000099,0.07631977733732323,0.07631977733732323,True,True,120,120,False,False
SOLUSDT,4h,SELL,214.11,219.40133526444012,205.2911078925998,0.11438987850558478,0.11438987850558478,True,True,120,120,False,False
SOLUSDT,4h,SELL,217.25,222.71504139066144,208.14159768223092,-0.12447887617991503,-0.12447887617991503,True,True,120,120,False,False
SOLUSDT,4h,SELL,238.98,245.01909656023943,228.9148390662676,-0.07488509564984255,-0.0748850956498382,True,True,120,120,False,False
SOLUSDT,4h,SELL,243.81,250.13112071819216,233.27479880301303,-0.00467404829002273,-0.00467404829002273,True,True,120,120,False,False
SOLUSDT,4h,BUY,219.0,211.45823879482745,231.5696020086209,-1.0,-1.0,True,True,111,111,True,True
SOLUSDT,4h,BUY,212.35,204.6871724674126,225.12137922097892,-1.0,-1.0,True,True,106,106,True,True
SOLUSDT,4h,BUY,200.68,192.40637694533703,214.46937175777165,1.5753896821414135,1.5487664215157053,True,True,120,120,False,False
SOLUSDT,4h,SELL,222.9,229.5677656760592,211.787057206568,-0.009500104431866026,-0.009500104431866026,True,True,120,120,False,False
SOLUSDT,4h,SELL,229.41,236.4200190476669,217.7266349205552,0.053876127773407105,0.05387612777341138,True,True,120,120,False,False
SOLUSDT,4h,SELL,233.17,240.86484214567207,220.34526309054652,-0.07076496239563533,-0.07076496239563533,True,True,120,120,False,False
SOLUSDT,4h,BUY,191.23,179.85596523394844,210.1867246100859,1.666666666666665,1.666666666666665,True,True,100,100,True,True
SOLUSDT,4h,SELL,202.51,207.9233425199921,193.4877624666798,-0.005302070312415533,-0.005302070312415533,True,True,120,120,False,False
SOLUSDT,4h,BUY,184.69,176.7846545887685,197.86557568538583,-0.9044780473112481,-0.8701595123768608,True,True,120,120,False,False
SOLUSDT,4h,BUY,157.48,148.6330421908658,172.22492968189027,-0.8158128569969806,-0.7179075480146812,True,True,120,120,False,False
SOLUSDT,4h,BUY,144.73,137.71759205483352,156.41734657527743,-1.0,-1.0,True,True,45,45,True,True
SOLUSDT,4h,BUY,142.23,135.04596591727667,154.2033901378722,-1.0,-1.0,True,True,73,73,True,True
SOLUSDT,4h,BUY,142.53,135.3470853207933,154.5015244653445,-1.0,-1.0,True,True,93,93,True,True
SOLUSDT,4h,BUY,130.99,124.80084185413052,141.30526357644916,1.1007450891873398,1.1597735575056405,True,True,120,120,False,False
SOLUSDT,4h,BUY,126.66,122.37156269511324,133.80739550814462,1.6666666666666743,1.6666666666666743,True,True,43,43,True,True
SOLUSDT,4h,SELL,130.1,133.3764917206383,124.6391804656028,-0.06908898838161648,-0.0690889883816084,True,True,120,120,False,False
SOLUSDT,4h,SELL,133.8,136.76390189323786,128.86016351127026,-0.0717093600170369,-0.0717093600170369,True,True,120,120,False,False
SOLUSDT,4h,SELL,133.56,136.50673923449108,128.6487679425149,-0.08061740430779951,-0.08061740430779951,True,True,120,120,False,False
SOLUSDT,4h,SELL,135.45,138.5477245255747,130.28712579070887,-0.10340954147512282,-0.10340954147512282,True,True,120,120,False,False
SOLUSDT,4h,SELL,137.61,141.0058902374017,131.95018293766384,0.013846110633033952,0.013846110633033952,True,True,120,120,False,False
SOLUSDT,4h,SELL,137.53,141.5521358788526,130.82644020191233,-0.07480839317242295,-0.07480839317242295,True,True,120,120,False,False
SOLUSDT,4h,SELL,141.41,144.89238792308365,135.60602012819393,-0.07293205354938907,-0.07293205354938907,True,True,120,120,False,False
SOLUSDT,4h,BUY,134.45,131.26636910415232,139.7560514930794,-1.0,-1.0,True,True,120,120,True,True
SOLUSDT,4h,BUY,134.24,131.08702233980483,139.49496276699196,-1.0,-1.0,True,True,108,108,True,True
SOLUSDT,4h,BUY,130.43,126.84619797136376,136.40300338106044,-1.0,-1.0,True,True,41,41,True,True
SOLUSDT,4h,BUY,121.57,118.2348411906536,127.12859801557728,1.6666666666666552,1.6666666666666552,True,True,109,109,True,True
SOLUSDT,4h,BUY,117.82,114.19374852317742,123.86375246137096,-1.0,-1.0,True,True,86,86,True,True
SOLUSDT,4h,BUY,115.78,111.72205867559688,122.5432355406719,-1.0,-1.0,True,True,94,94,True,True
SOLUSDT,4h,BUY,102.78,96.7220724551424,112.87654590809598,-0.611099899753167,-0.5272635795679399,True,True,120,120,False,False
SOLUSDT,4h,BUY,99.13,93.67546812019762,108.22088646633728,-0.8137367726279106,-0.8914956271206682,True,True,120,120,False,False
SOLUSDT,4h,BUY,84.49,77.43912261280059,96.24146231199902,-1.0,-1.0,True,True,106,106,True,True
SOLUSDT,4h,SELL,89.17,92.29641199835562,83.95931333607396,-0.04355024558225926,-0.043550245582263614,True,True,120,120,False,False
SOLUSDT,4h,BUY,79.4,76.73274012298536,83.84543312835774,-1.0,-1.0,True,True,117,117,True,True
SOLUSDT,4h,BUY,77.3,74.59198630715315,81.81335615474474,1.4487730060441484,1.397412456137893,True,True,120,120,False,False
SOLUSDT,4h,SELL,88.06,91.53477700637173,82.26870498938047,-0.09878125175040209,-0.09878125175040209,True,True,120,120,False,False
SOLUSDT,4h,SELL,93.2,95.97777514435816,88.57037475940307,-0.07313248378614054,-0.07313248378614529,True,True,120,120,False,False
SOLUSDT,4h,SELL,94.07,97.11894934116432,88.98841776472614,-0.061063274829270944,-0.061063274829270944,True,True,120,120,False,False
SOLUSDT,4h,BUY,83.11,80.51571349544164,87.43381084093059,-1.0,-1.0,True,True,97,97,True,True
SOLUSDT,4h,BUY,83.62,81.15931418739612,87.72114302100648,-1.0,-1.0,True,True,119,119,True,True
SOLUSDT,4h,SELL,89.05,91.58230046235802,84.82949922940328,0.03717793294674671,0.03717793294674671,True,True,120,120,False,False
SOLUSDT,4h,SELL,87.75,89.59541184619944,84.67431358966759,-0.07042526804192493,-0.07042526804192493,True,True,120,120,False,False
SOLUSDT,4h,SELL,92.01,94.16822353266149,88.41296077889757,0.00027495743018218934,0.00027495743017560303,True,True,120,120,False,False
SOLUSDT,4h,SELL,93.01,95.14833617025052,89.4461063829158,0.07614240225788828,0.07614240225788113,True,True,120,120,False,False
SOLUSDT,4h,SELL,93.13,95.12392251414458,89.80679580975902,-0.05603706906436469,-0.05603706906436469,True,True,120,120,False,False
SOLUSDT,4h,SELL,94.76,97.15861251126312,90.76231248122816,0.10081320353987787,0.10081320353987135,True,True,120,120,False,False
SOLUSDT,4h,SELL,97.37,99.80799462304476,93.30667562825876,0.07250146843463891,0.07250146843463891,True,True,120,120,False,False
SOLUSDT,4h,BUY,86.5,84.27266366548402,90.2122272241933,-1.0,-1.0,True,True,115,115,True,True
SOLUSDT,4h,BUY,84.99,82.86636616527697,88.52938972453838,-1.0,-1.0,True,True,83,83,True,True
SOLUSDT,4h,BUY,81.26,79.16848320763586,84.74586132060692,-1.0,-1.0,True,True,48,48,True,True
